filename,extension,filepath,category,dataset,file_size_bytes,width,height,resolution
sc_16.jpg,JPG,images/metaldefect/train/Scratches/sc_16.jpg,SCRATCHES,TRAIN,19167,200,200,200x200
sc_159.jpg,JPG,images/metaldefect/train/Scratches/sc_159.jpg,SCRATCHES,TRAIN,18069,200,200,200x200
sc_158.jpg,JPG,images/metaldefect/train/Scratches/sc_158.jpg,SCRATCHES,TRAIN,18525,200,200,200x200
sc_157.jpg,JPG,images/metaldefect/train/Scratches/sc_157.jpg,SCRATCHES,TRAIN,19029,200,200,200x200
sc_156.jpg,JPG,images/metaldefect/train/Scratches/sc_156.jpg,SCRATCHES,TRAIN,18914,200,200,200x200
sc_155.jpg,JPG,images/metaldefect/train/Scratches/sc_155.jpg,SCRATCHES,TRAIN,18021,200,200,200x200
sc_154.jpg,JPG,images/metaldefect/train/Scratches/sc_154.jpg,SCRATCHES,TRAIN,19680,200,200,200x200
sc_153.jpg,JPG,images/metaldefect/train/Scratches/sc_153.jpg,SCRATCHES,TRAIN,19296,200,200,200x200
sc_152.jpg,JPG,images/metaldefect/train/Scratches/sc_152.jpg,SCRATCHES,TRAIN,20830,200,200,200x200
sc_151.jpg,JPG,images/metaldefect/train/Scratches/sc_151.jpg,SCRATCHES,TRAIN,21041,200,200,200x200
sc_150.jpg,JPG,images/metaldefect/train/Scratches/sc_150.jpg,SCRATCHES,TRAIN,21952,200,200,200x200
sc_15.jpg,JPG,images/metaldefect/train/Scratches/sc_15.jpg,SCRATCHES,TRAIN,19428,200,200,200x200
sc_149.jpg,JPG,images/metaldefect/train/Scratches/sc_149.jpg,SCRATCHES,TRAIN,21958,200,200,200x200
sc_148.jpg,JPG,images/metaldefect/train/Scratches/sc_148.jpg,SCRATCHES,TRAIN,22087,200,200,200x200
sc_147.jpg,JPG,images/metaldefect/train/Scratches/sc_147.jpg,SCRATCHES,TRAIN,21676,200,200,200x200
sc_146.jpg,JPG,images/metaldefect/train/Scratches/sc_146.jpg,SCRATCHES,TRAIN,21363,200,200,200x200
sc_145.jpg,JPG,images/metaldefect/train/Scratches/sc_145.jpg,SCRATCHES,TRAIN,20840,200,200,200x200
sc_144.jpg,JPG,images/metaldefect/train/Scratches/sc_144.jpg,SCRATCHES,TRAIN,18428,200,200,200x200
sc_143.jpg,JPG,images/metaldefect/train/Scratches/sc_143.jpg,SCRATCHES,TRAIN,18780,200,200,200x200
sc_142.jpg,JPG,images/metaldefect/train/Scratches/sc_142.jpg,SCRATCHES,TRAIN,19638,200,200,200x200
sc_141.jpg,JPG,images/metaldefect/train/Scratches/sc_141.jpg,SCRATCHES,TRAIN,20636,200,200,200x200
sc_140.jpg,JPG,images/metaldefect/train/Scratches/sc_140.jpg,SCRATCHES,TRAIN,21437,200,200,200x200
sc_14.jpg,JPG,images/metaldefect/train/Scratches/sc_14.jpg,SCRATCHES,TRAIN,19197,200,200,200x200
sc_139.jpg,JPG,images/metaldefect/train/Scratches/sc_139.jpg,SCRATCHES,TRAIN,20722,200,200,200x200
sc_138.jpg,JPG,images/metaldefect/train/Scratches/sc_138.jpg,SCRATCHES,TRAIN,20878,200,200,200x200
sc_137.jpg,JPG,images/metaldefect/train/Scratches/sc_137.jpg,SCRATCHES,TRAIN,20025,200,200,200x200
sc_136.jpg,JPG,images/metaldefect/train/Scratches/sc_136.jpg,SCRATCHES,TRAIN,19725,200,200,200x200
sc_135.jpg,JPG,images/metaldefect/train/Scratches/sc_135.jpg,SCRATCHES,TRAIN,18715,200,200,200x200
sc_134.jpg,JPG,images/metaldefect/train/Scratches/sc_134.jpg,SCRATCHES,TRAIN,20060,200,200,200x200
sc_133.jpg,JPG,images/metaldefect/train/Scratches/sc_133.jpg,SCRATCHES,TRAIN,16002,200,200,200x200
sc_132.jpg,JPG,images/metaldefect/train/Scratches/sc_132.jpg,SCRATCHES,TRAIN,17766,200,200,200x200
sc_131.jpg,JPG,images/metaldefect/train/Scratches/sc_131.jpg,SCRATCHES,TRAIN,16479,200,200,200x200
sc_130.jpg,JPG,images/metaldefect/train/Scratches/sc_130.jpg,SCRATCHES,TRAIN,16659,200,200,200x200
sc_13.jpg,JPG,images/metaldefect/train/Scratches/sc_13.jpg,SCRATCHES,TRAIN,17228,200,200,200x200
sc_129.jpg,JPG,images/metaldefect/train/Scratches/sc_129.jpg,SCRATCHES,TRAIN,17032,200,200,200x200
sc_128.jpg,JPG,images/metaldefect/train/Scratches/sc_128.jpg,SCRATCHES,TRAIN,18165,200,200,200x200
sc_127.jpg,JPG,images/metaldefect/train/Scratches/sc_127.jpg,SCRATCHES,TRAIN,18910,200,200,200x200
sc_126.jpg,JPG,images/metaldefect/train/Scratches/sc_126.jpg,SCRATCHES,TRAIN,21206,200,200,200x200
sc_125.jpg,JPG,images/metaldefect/train/Scratches/sc_125.jpg,SCRATCHES,TRAIN,20606,200,200,200x200
sc_124.jpg,JPG,images/metaldefect/train/Scratches/sc_124.jpg,SCRATCHES,TRAIN,21716,200,200,200x200
sc_123.jpg,JPG,images/metaldefect/train/Scratches/sc_123.jpg,SCRATCHES,TRAIN,23003,200,200,200x200
sc_122.jpg,JPG,images/metaldefect/train/Scratches/sc_122.jpg,SCRATCHES,TRAIN,22722,200,200,200x200
sc_121.jpg,JPG,images/metaldefect/train/Scratches/sc_121.jpg,SCRATCHES,TRAIN,19824,200,200,200x200
sc_120.jpg,JPG,images/metaldefect/train/Scratches/sc_120.jpg,SCRATCHES,TRAIN,21732,200,200,200x200
sc_12.jpg,JPG,images/metaldefect/train/Scratches/sc_12.jpg,SCRATCHES,TRAIN,18182,200,200,200x200
sc_119.jpg,JPG,images/metaldefect/train/Scratches/sc_119.jpg,SCRATCHES,TRAIN,22437,200,200,200x200
sc_118.jpg,JPG,images/metaldefect/train/Scratches/sc_118.jpg,SCRATCHES,TRAIN,22311,200,200,200x200
sc_117.jpg,JPG,images/metaldefect/train/Scratches/sc_117.jpg,SCRATCHES,TRAIN,21765,200,200,200x200
sc_116.jpg,JPG,images/metaldefect/train/Scratches/sc_116.jpg,SCRATCHES,TRAIN,20281,200,200,200x200
sc_115.jpg,JPG,images/metaldefect/train/Scratches/sc_115.jpg,SCRATCHES,TRAIN,21916,200,200,200x200
sc_114.jpg,JPG,images/metaldefect/train/Scratches/sc_114.jpg,SCRATCHES,TRAIN,21245,200,200,200x200
sc_113.jpg,JPG,images/metaldefect/train/Scratches/sc_113.jpg,SCRATCHES,TRAIN,19855,200,200,200x200
sc_112.jpg,JPG,images/metaldefect/train/Scratches/sc_112.jpg,SCRATCHES,TRAIN,18937,200,200,200x200
sc_111.jpg,JPG,images/metaldefect/train/Scratches/sc_111.jpg,SCRATCHES,TRAIN,18674,200,200,200x200
sc_110.jpg,JPG,images/metaldefect/train/Scratches/sc_110.jpg,SCRATCHES,TRAIN,17282,200,200,200x200
sc_11.jpg,JPG,images/metaldefect/train/Scratches/sc_11.jpg,SCRATCHES,TRAIN,19100,200,200,200x200
sc_109.jpg,JPG,images/metaldefect/train/Scratches/sc_109.jpg,SCRATCHES,TRAIN,18609,200,200,200x200
sc_108.jpg,JPG,images/metaldefect/train/Scratches/sc_108.jpg,SCRATCHES,TRAIN,21558,200,200,200x200
sc_107.jpg,JPG,images/metaldefect/train/Scratches/sc_107.jpg,SCRATCHES,TRAIN,20654,200,200,200x200
sc_106.jpg,JPG,images/metaldefect/train/Scratches/sc_106.jpg,SCRATCHES,TRAIN,20787,200,200,200x200
sc_105.jpg,JPG,images/metaldefect/train/Scratches/sc_105.jpg,SCRATCHES,TRAIN,21765,200,200,200x200
sc_104.jpg,JPG,images/metaldefect/train/Scratches/sc_104.jpg,SCRATCHES,TRAIN,22688,200,200,200x200
sc_103.jpg,JPG,images/metaldefect/train/Scratches/sc_103.jpg,SCRATCHES,TRAIN,21648,200,200,200x200
sc_102.jpg,JPG,images/metaldefect/train/Scratches/sc_102.jpg,SCRATCHES,TRAIN,21849,200,200,200x200
sc_101.jpg,JPG,images/metaldefect/train/Scratches/sc_101.jpg,SCRATCHES,TRAIN,22786,200,200,200x200
sc_100.jpg,JPG,images/metaldefect/train/Scratches/sc_100.jpg,SCRATCHES,TRAIN,22193,200,200,200x200
sc_10.jpg,JPG,images/metaldefect/train/Scratches/sc_10.jpg,SCRATCHES,TRAIN,20666,200,200,200x200
sc_1.jpg,JPG,images/metaldefect/train/Scratches/sc_1.jpg,SCRATCHES,TRAIN,18124,200,200,200x200
rs_99.jpg,JPG,images/metaldefect/train/Rolled/rs_99.jpg,ROLLED,TRAIN,29460,200,200,200x200
rs_98.jpg,JPG,images/metaldefect/train/Rolled/rs_98.jpg,ROLLED,TRAIN,29620,200,200,200x200
rs_97.jpg,JPG,images/metaldefect/train/Rolled/rs_97.jpg,ROLLED,TRAIN,27037,200,200,200x200
rs_96.jpg,JPG,images/metaldefect/train/Rolled/rs_96.jpg,ROLLED,TRAIN,27759,200,200,200x200
rs_95.jpg,JPG,images/metaldefect/train/Rolled/rs_95.jpg,ROLLED,TRAIN,27898,200,200,200x200
rs_94.jpg,JPG,images/metaldefect/train/Rolled/rs_94.jpg,ROLLED,TRAIN,32280,200,200,200x200
rs_93.jpg,JPG,images/metaldefect/train/Rolled/rs_93.jpg,ROLLED,TRAIN,31744,200,200,200x200
rs_92.jpg,JPG,images/metaldefect/train/Rolled/rs_92.jpg,ROLLED,TRAIN,31744,200,200,200x200
rs_91.jpg,JPG,images/metaldefect/train/Rolled/rs_91.jpg,ROLLED,TRAIN,28924,200,200,200x200
rs_90.jpg,JPG,images/metaldefect/train/Rolled/rs_90.jpg,ROLLED,TRAIN,27889,200,200,200x200
rs_9.jpg,JPG,images/metaldefect/train/Rolled/rs_9.jpg,ROLLED,TRAIN,28122,200,200,200x200
rs_89.jpg,JPG,images/metaldefect/train/Rolled/rs_89.jpg,ROLLED,TRAIN,28849,200,200,200x200
rs_88.jpg,JPG,images/metaldefect/train/Rolled/rs_88.jpg,ROLLED,TRAIN,28646,200,200,200x200
rs_87.jpg,JPG,images/metaldefect/train/Rolled/rs_87.jpg,ROLLED,TRAIN,27571,200,200,200x200
rs_86.jpg,JPG,images/metaldefect/train/Rolled/rs_86.jpg,ROLLED,TRAIN,28388,200,200,200x200
rs_85.jpg,JPG,images/metaldefect/train/Rolled/rs_85.jpg,ROLLED,TRAIN,27712,200,200,200x200
rs_84.jpg,JPG,images/metaldefect/train/Rolled/rs_84.jpg,ROLLED,TRAIN,28406,200,200,200x200
rs_83.jpg,JPG,images/metaldefect/train/Rolled/rs_83.jpg,ROLLED,TRAIN,31972,200,200,200x200
rs_82.jpg,JPG,images/metaldefect/train/Rolled/rs_82.jpg,ROLLED,TRAIN,32336,200,200,200x200
rs_81.jpg,JPG,images/metaldefect/train/Rolled/rs_81.jpg,ROLLED,TRAIN,32447,200,200,200x200
rs_80.jpg,JPG,images/metaldefect/train/Rolled/rs_80.jpg,ROLLED,TRAIN,32122,200,200,200x200
rs_8.jpg,JPG,images/metaldefect/train/Rolled/rs_8.jpg,ROLLED,TRAIN,28850,200,200,200x200
rs_79.jpg,JPG,images/metaldefect/train/Rolled/rs_79.jpg,ROLLED,TRAIN,29304,200,200,200x200
rs_78.jpg,JPG,images/metaldefect/train/Rolled/rs_78.jpg,ROLLED,TRAIN,32290,200,200,200x200
rs_77.jpg,JPG,images/metaldefect/train/Rolled/rs_77.jpg,ROLLED,TRAIN,32495,200,200,200x200
